,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
8630,4155781,2017,2017,1965,TCHC,1,Etobicoke North,111 KENDLETON DR,7,58,2018-01-05,57,Evaluation needs to be conducted in 1 year,19,2,3,3,2,3,3,2,2,3,,2,3,5,3,3,3,3,3,3,3,W0123,43.7378797045,-79.581199625,298243.847,4843994.13
6941,4155781,2017,2018,1965,TCHC,1,Etobicoke North,111 KENDLETON DR,7,58,2019-03-04,76,Evaluation needs to be conducted in 2 years,19,4,3,4,4,4,4,4,3,3,,4,4,5,4,4,4,4,3,3,4,W0123,43.7378797045,-79.581199625,298243.847,4843994.13
6469,4155781,2017,2019,1965,TCHC,1,Etobicoke North,111 KENDLETON DR,7,58,2019-10-28,67,Evaluation needs to be conducted in 2 years,19,2,4,4,3,3,4,3,3,4,,3,4,4,4,3,3,3,4,3,3,W0123,43.7378797045,-79.581199625,298243.847,4843994.13
4897,4155781,2017,2020,1965,TCHC,1,Etobicoke North,111 KENDLETON DR,7,58,2020-10-19,80,Evaluation needs to be conducted in 2 years,18,5,4,5,4,5,3,3,3,3,,3,5,5,4,4,4,4,5,3,,W0123,43.7378797045,-79.581199625,298243.847,4843994.13
1682,4155781,2017,,1965,TCHC,1,Etobicoke North,111 KENDLETON DR,7,58,2022-09-27,77,Evaluation needs to be conducted in 2 years,18,5,4,5,3,4,4,3,4,3,,4,5,5,4,3,3,4,3,3,,W0123,43.7378797045,-79.581199625,298243.847,4843994.13
8629,4155782,2017,2017,1965,TCHC,1,Etobicoke North,101 KENDLETON DR,7,221,2018-01-05,54,Evaluation needs to be conducted in 1 year,19,2,2,3,2,2,3,2,2,3,,2,3,4,3,3,3,3,3,3,3,W0123,43.7383578677,-79.580925169,298266.007,4844047.228
6940,4155782,2017,2018,1965,TCHC,1,Etobicoke North,101 KENDLETON DR,7,221,2019-03-04,68,Evaluation needs to be conducted in 2 years,19,3,3,4,3,3,4,3,3,4,,3,3,4,4,3,4,4,3,3,4,W0123,43.7383578677,-79.580925169,298266.007,4844047.228
6468,4155782,2017,2019,1965,TCHC,1,Etobicoke North,101 KENDLETON DR,7,221,2019-10-28,65,Evaluation needs to be conducted in 1 year,19,3,3,4,3,3,3,3,3,4,,2,4,4,4,3,3,4,3,3,3,W0123,43.7383578677,-79.580925169,298266.007,4844047.228
4873,4155782,2017,2020,1965,TCHC,1,Etobicoke North,101 KENDLETON DR,7,221,2020-10-20,70,Evaluation needs to be conducted in 2 years,18,3,3,4,3,3,4,3,3,4,,3,4,5,3,4,4,3,4,3,,W0123,43.7383578677,-79.580925169,298266.007,4844047.228
1683,4155782,2017,,1965,TCHC,1,Etobicoke North,101 KENDLETON DR,7,221,2022-09-27,52,Evaluation needs to be conducted in 1 year,18,4,3,1,1,3,4,1,4,3,,2,2,3,3,2,3,2,3,3,,W0123,43.7383578677,-79.580925169,298266.007,4844047.228
8733,4155783,2017,2017,1955,PRIVATE,8,Eglinton-Lawrence,101 MARLEE AVE,6,58,2018-01-02,64,Evaluation needs to be conducted in 1 year,18,3,3,3,3,4,4,,3,4,3,3,4,3,3,3,3,3,3,3,,N0832,43.701461008,-79.440472942,309582.088,4839947.551
6972,4155783,2017,2018,1955,PRIVATE,8,Eglinton-Lawrence,101 MARLEE AVE,6,58,2019-03-01,78,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,,3,5,4,4,4,4,4,3,4,4,3,3,,N0832,43.701461008,-79.440472942,309582.088,4839947.551
3626,4155783,2017,2020,1955,PRIVATE,8,Eglinton-Lawrence,101 MARLEE AVE,6,58,2020-12-15,79,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,,3,5,4,4,4,5,4,3,4,3,4,3,,N0832,43.701461008,-79.440472942,309582.088,4839947.551
285,4155783,2017,,1955,PRIVATE,8,Eglinton-Lawrence,101 MARLEE AVE,6,58,2022-12-13,84,Evaluation needs to be conducted in 2 years,17,5,4,5,4,4,4,,4,4,,4,4,5,4,5,4,3,4,4,,N0832,43.701461008,-79.440472942,309582.088,4839947.551
8540,4155787,2017,2017,2001,TCHC,14,Toronto-Danforth,10 BOULTBEE AVE,11,167,2018-01-09,56,Evaluation needs to be conducted in 1 year,20,4,3,3,2,3,3,2,3,3,3,2,3,2,2,3,3,3,2,3,4,S1430,43.672831628,-79.33987825,317696.053,4836777.628
7440,4155787,2017,2018,2001,TCHC,14,Toronto-Danforth,10 BOULTBEE AVE,11,167,2019-02-01,77,Evaluation needs to be conducted in 2 years,20,4,3,4,3,4,3,4,5,3,4,2,5,3,4,4,4,4,5,4,5,S1430,43.672831628,-79.33987825,317696.053,4836777.628
4443,4155787,2017,2020,2001,TCHC,14,Toronto-Danforth,10 BOULTBEE AVE,11,167,2020-11-09,84,Evaluation needs to be conducted in 2 years,20,5,4,5,4,4,5,5,4,4,4,4,5,3,4,4,4,4,3,4,5,S1430,43.672831628,-79.33987825,317696.053,4836777.628
1125,4155787,2017,,2001,TCHC,14,Toronto-Danforth,10 BOULTBEE AVE,11,167,2022-11-06,89,Evaluation needs to be conducted in 3 years,20,5,5,5,4,4,5,4,4,5,4,3,5,5,3,4,5,5,4,5,5,S1430,43.672831628,-79.33987825,317696.053,4836777.628
11751,4155789,2017,2017,1958,PRIVATE,16,Don Valley East,1122 DON MILLS RD,6,66,2017-09-15,80,Evaluation needs to be conducted in 2 years,18,4,4,5,3,5,2,3,5,4,,3,3,5,5,5,5,3,4,4,,N1623,43.73795553,-79.344349052,317321.994,4844011.915
6181,4155789,2017,2019,1958,PRIVATE,16,Don Valley East,1122 DON MILLS RD,6,66,2019-11-04,81,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,,N1623,43.73795553,-79.344349052,317321.994,4844011.915
2494,4155789,2017,2021,1958,PRIVATE,16,Don Valley East,1122 DON MILLS RD,6,66,2021-11-03,83,Evaluation needs to be conducted in 2 years,19,5,4,4,4,5,4,5,4,5,4,4,4,5,4,4,4,4,3,3,,N1623,43.73795553,-79.344349052,317321.994,4844011.915
9586,4155793,2017,2017,1973,PRIVATE,2,Etobicoke Centre,120 WIDDICOMBE HILL BLVD,17,233,2017-11-28,72,Evaluation needs to be conducted in 2 years,19,4,3,4,3,4,3,4,4,4,,4,3,5,3,4,3,4,3,2,4,W0222,43.676467695,-79.559152675,300081.204,4837170.804
6449,4155793,2017,2019,1973,PRIVATE,2,Etobicoke Centre,120 WIDDICOMBE HILL BLVD,17,233,2019-10-28,77,Evaluation needs to be conducted in 2 years,19,4,4,5,3,3,4,4,4,4,,4,4,4,4,3,3,5,4,3,4,W0222,43.676467695,-79.559152675,300081.204,4837170.804
2107,4155793,2017,2021,1973,PRIVATE,2,Etobicoke Centre,120 WIDDICOMBE HILL BLVD,17,233,2021-12-08,81,Evaluation needs to be conducted in 2 years,18,3,4,5,4,4,5,4,4,4,,3,5,5,3,4,5,4,3,4,,W0222,43.676467695,-79.559152675,300081.204,4837170.804
9429,4155794,2017,2017,1940,PRIVATE,15,Don Valley West,1215 BAYVIEW AVE,4,38,2017-12-04,63,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,3,,3,3,,3,3,5,3,3,3,,3,3,,N1535,43.6972709992,-79.3716069474,315133.654,4839487.445
8061,4155794,2017,2018,1940,PRIVATE,15,Don Valley West,1215 BAYVIEW AVE,4,38,2018-12-27,92,Evaluation needs to be conducted in 3 years,18,5,5,5,5,3,4,,5,5,5,5,5,5,3,5,5,,5,3,5,N1535,43.6972709992,-79.3716069474,315133.654,4839487.445
2534,4155794,2017,2021,1940,PRIVATE,15,Don Valley West,1215 BAYVIEW AVE,4,38,2021-11-01,78,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,3,,4,4,4,4,3,5,3,4,4,,4,4,,N1535,43.6972709992,-79.3716069474,315133.654,4839487.445
10491,4155796,2017,2017,1976,PRIVATE,22,Scarborough-Agincourt,125 BONIS AVE,11,263,2017-11-07,88,Evaluation needs to be conducted in 3 years,19,4,4,4,4,5,5,3,4,5,,4,4,5,5,5,4,5,5,4,5,E2229,43.78385662,-79.294501805,321346.372,4849113.023
4174,4155796,2017,2020,1976,PRIVATE,22,Scarborough-Agincourt,125 BONIS AVE,11,263,2020-11-19,89,Evaluation needs to be conducted in 3 years,19,4,4,5,4,5,5,4,4,5,,5,4,5,4,5,4,4,5,4,5,E2229,43.78385662,-79.294501805,321346.372,4849113.023
8410,4155800,2017,2017,1993,TCHC,13,Toronto Centre,140 THE ESPLANADE,7,102,2018-01-17,69,Evaluation needs to be conducted in 2 years,18,4,4,4,3,4,3,3,3,2,,3,4,5,4,3,3,,4,3,3,S1339,43.648548433,-79.370253431,315250.877,4834075.626
3150,4155800,2017,2021,1993,TCHC,13,Toronto Centre,140 THE ESPLANADE,7,102,2021-04-28,66,Evaluation needs to be conducted in 2 years,17,3,3,3,3,3,3,3,3,3,,3,4,4,4,4,4,,3,3,,S1339,43.648548433,-79.370253431,315250.877,4834075.626
9832,4155802,2017,2017,1956,PRIVATE,20,Scarborough Southwest,14 ENGELHART CRES,3,11,2017-11-22,63,Evaluation needs to be conducted in 1 year,16,3,3,4,3,3,2,,2,,3,3,2,5,4,3,3,,4,3,,E2021,43.7220330061,-79.3004691697,320861.043,4842249.596
7109,4155802,2017,2018,1956,PRIVATE,20,Scarborough Southwest,14 ENGELHART CRES,3,11,2019-02-22,76,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,3,,4,,4,4,4,5,3,4,4,,3,3,,E2021,43.7220330061,-79.3004691697,320861.043,4842249.596
4467,4155802,2017,2020,1956,PRIVATE,20,Scarborough Southwest,14 ENGELHART CRES,3,11,2020-11-07,76,Evaluation needs to be conducted in 2 years,15,3,4,4,3,4,4,,4,,,4,3,5,4,4,4,,4,3,,E2021,43.7220330061,-79.3004691697,320861.043,4842249.596
697,4155802,2017,,1956,PRIVATE,20,Scarborough Southwest,14 ENGELHART CRES,3,11,2022-11-28,90,Evaluation needs to be conducted in 3 years,16,5,3,5,5,5,3,,5,,5,5,5,5,4,5,3,,4,5,,E2021,43.7220330061,-79.3004691697,320861.043,4842249.596
8563,4155803,2017,2017,2012,TCHC,10,Spadina-Fort York,150 DAN LECKIE WAY,41,298,2018-01-09,78,Evaluation needs to be conducted in 2 years,18,3,4,4,4,4,4,4,4,4,,3,4,4,4,4,4,,4,4,4,S1035,,,312970.465,4833094.847
3387,4155803,2017,2021,2012,TCHC,10,Spadina-Fort York,150 DAN LECKIE WAY,41,298,2021-04-15,91,Evaluation needs to be conducted in 3 years,17,5,5,5,4,5,4,5,4,3,,4,5,5,5,5,5,,4,4,,S1035,,,312970.465,4833094.847
8841,4155804,2017,2017,1950,PRIVATE,20,Scarborough Southwest,1625 KINGSTON RD,3,11,2017-12-21,57,Evaluation needs to be conducted in 1 year,14,3,3,2,2,,3,,3,,,2,3,3,3,3,4,,3,3,,E2034,43.690864521,-79.265477585,323718.011,4838812.556
7615,4155804,2017,2018,1950,PRIVATE,20,Scarborough Southwest,1625 KINGSTON RD,3,11,2019-01-22,70,Evaluation needs to be conducted in 2 years,16,4,4,2,3,2,3,,4,,3,2,4,5,4,4,4,,4,4,,E2034,43.690864521,-79.265477585,323718.011,4838812.556
3953,4155804,2017,2020,1950,PRIVATE,20,Scarborough Southwest,1625 KINGSTON RD,3,11,2020-12-01,61,Evaluation needs to be conducted in 1 year,16,3,3,3,3,2,3,,3,,3,3,3,5,3,3,3,,3,3,,E2034,43.690864521,-79.265477585,323718.011,4838812.556
1896,4155804,2017,,1950,PRIVATE,20,Scarborough Southwest,1625 KINGSTON RD,3,11,2022-05-18,64,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,3,,3,,3,3,3,5,3,3,4,,3,3,,E2034,43.690864521,-79.265477585,323718.011,4838812.556
106,4155804,2017,,1950,PRIVATE,20,Scarborough Southwest,1625 KINGSTON RD,3,11,2022-12-23,81,Evaluation needs to be conducted in 2 years,16,4,4,3,4,4,2,,5,,3,4,3,5,5,4,5,,5,5,,E2034,43.690864521,-79.265477585,323718.011,4838812.556
8842,4155805,2017,2017,1950,PRIVATE,20,Scarborough Southwest,1633 KINGSTON RD,3,10,2017-12-21,57,Evaluation needs to be conducted in 1 year,14,3,3,2,2,,3,,3,,,2,3,3,3,3,4,,3,3,,E2034,43.690864521,-79.265477585,323718.011,4838812.556
7629,4155805,2017,2018,1950,PRIVATE,20,Scarborough Southwest,1633 KINGSTON RD,3,10,2019-01-22,71,Evaluation needs to be conducted in 2 years,16,4,4,2,2,3,3,,4,,4,2,4,5,4,4,4,,4,4,,E2034,43.690864521,-79.265477585,323718.011,4838812.556
1938,4155805,2017,,1950,PRIVATE,20,Scarborough Southwest,1633 KINGSTON RD,3,10,2022-05-13,64,Evaluation needs to be conducted in 1 year,15,3,3,3,3,2,3,,4,,3,3,3,5,3,3,4,,3,,,E2034,43.690864521,-79.265477585,323718.011,4838812.556
1895,4155805,2017,,1950,PRIVATE,20,Scarborough Southwest,1633 KINGSTON RD,3,10,2022-05-18,73,Evaluation needs to be conducted in 2 years,14,4,4,4,3,3,4,,3,,,3,4,5,3,4,4,,3,,,E2034,43.690864521,-79.265477585,323718.011,4838812.556
8835,4155806,2017,2017,1950,PRIVATE,20,Scarborough Southwest,1641 KINGSTON RD,3,11,2017-12-21,57,Evaluation needs to be conducted in 1 year,14,3,3,2,2,,3,,3,,,2,3,3,3,3,4,,3,3,,E2034,43.690864521,-79.265477585,323718.011,4838812.556
7630,4155806,2017,2018,1950,PRIVATE,20,Scarborough Southwest,1641 KINGSTON RD,3,11,2019-01-22,65,Evaluation needs to be conducted in 1 year,16,3,4,2,2,2,3,,4,,3,2,4,4,3,4,4,,4,4,,E2034,43.690864521,-79.265477585,323718.011,4838812.556
3954,4155806,2017,2020,1950,PRIVATE,20,Scarborough Southwest,1641 KINGSTON RD,3,11,2020-12-01,63,Evaluation needs to be conducted in 1 year,16,3,3,3,3,2,3,,3,,3,3,3,5,3,3,4,,3,3,,E2034,43.690864521,-79.265477585,323718.011,4838812.556
1848,4155806,2017,,1950,PRIVATE,20,Scarborough Southwest,1641 KINGSTON RD,3,11,2022-05-26,65,Evaluation needs to be conducted in 1 year,16,3,4,5,3,2,3,,3,,3,3,3,4,2,3,4,,3,4,,E2034,43.690864521,-79.265477585,323718.011,4838812.556
10741,4155809,2017,2017,1975,PRIVATE,13,Toronto Centre,191 SHERBOURNE ST,17,371,2017-10-31,62,Evaluation needs to be conducted in 1 year,20,3,2,4,3,4,3,3,3,3,4,3,3,4,3,3,3,2,3,3,3,S1329,43.6567986347,-79.369926655,315276.068,4834991.252
7379,4155809,2017,2018,1975,PRIVATE,13,Toronto Centre,191 SHERBOURNE ST,17,371,2019-02-04,78,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,3,4,3,,S1329,43.6567986347,-79.369926655,315276.068,4834991.252
361,4155809,2017,,1975,PRIVATE,13,Toronto Centre,191 SHERBOURNE ST,17,371,2022-12-09,77,Evaluation needs to be conducted in 2 years,19,4,5,5,3,4,4,3,2,4,,3,4,5,4,4,3,5,4,3,4,S1329,43.6567986347,-79.369926655,315276.068,4834991.252
10907,4155812,2017,2017,1970,PRIVATE,6,York Centre,200 EXBURY RD,20,154,2017-10-26,65,Evaluation needs to be conducted in 1 year,20,4,4,4,3,4,4,4,3,3,2,3,3,3,4,3,2,3,4,3,2,N0627,43.728487665,-79.509556463,304021.422,4842944.744
7977,4155812,2017,2018,1970,PRIVATE,6,York Centre,200 EXBURY RD,20,154,2019-01-02,67,Evaluation needs to be conducted in 2 years,18,4,4,3,3,2,3,5,2,4,,5,5,3,3,3,2,3,3,3,,N0627,43.728487665,-79.509556463,304021.422,4842944.744
4565,4155812,2017,2020,1970,PRIVATE,6,York Centre,200 EXBURY RD,20,154,2020-11-04,68,Evaluation needs to be conducted in 2 years,19,4,4,5,3,3,4,3,2,3,3,4,3,5,3,3,3,3,4,3,,N0627,43.728487665,-79.509556463,304021.422,4842944.744
